PC1,PC2
-0.6364719332308888,-0.8438883545276148
1.5808194052267124,0.4403796121878874
-1.402663506886311,-1.2816455280548036
-1.291642573709122,-0.6138139087652755
3.01217128451945,-1.1357259950116765
-1.7373422566793515,-0.8703043027274934
-1.1266014927845236,0.6098572358879855
-1.605010027380368,-0.5071396600534527
1.6318196745486755,0.0021303856518120725
-0.46842743559153455,-1.8407655921229245
1.617528672908186,-1.9371796038928093
-1.5902029497387062,1.2042849054248144
-1.074650716171556,-1.1730225299437016
2.5602681199258623,-0.2267563172111731
-2.0564078781544612,-1.683773352633575
-1.8606784897179727,-2.4201122752398705
-1.384712795423141,0.04736022794180683
1.0808284958121768,0.03582880143262625
-0.6299268415371371,-0.6239558602901234
1.7979253078829318,-1.000166490588422
-1.3764831401113042,-0.40191555110483806
-1.1757070438548185,-0.6209055545698235
2.638548525716669,-0.518591798228355
-1.9957130341271585,0.4007794365981947
-1.1724171346407855,-0.9296702237744541
-1.4875353574981753,-0.013065157905755074
2.476788928488042,-0.9088423346548905
1.548093946757954,-0.6592828589995694
-1.0861800652746891,-0.5126972869786824
-1.2784383452029653,-1.0552864018881762
3.1429933319655645,-0.8083312728436756
-2.0331945655061316,-0.8136551877324062
-2.254261576638493,0.2767126528674818
-1.3811869900011664,0.09549525605380378
2.1181122348429433,-0.005575077419103624
-1.1438229765063326,0.2667673488292891
1.6633443147644478,-0.3976521442303697
-1.1227525034457435,0.47614242737703805
-1.7553401202162278,0.27383981066369206
2.2077256326225996,0.6540967956240284
-2.17226550858916,-0.7506778967957918
-2.372412479599244,0.2331403774699174
-1.695533953799369,0.32525830261152117
1.6256765394375885,-0.15723533612398827
-0.6364719332308888,-0.8438883545276148
1.9300565181103146,-1.554182009821
-1.694185479650731,1.2106421642137903
-1.7553401202162278,0.27383981066369206
3.128114129794524,-1.3533566024130057
-1.4475250837315177,-0.8782363111890193
-2.3753795337259214,0.2235285654211208
-1.8037292742973055,0.552209682850865
2.2459428304221345,0.4272710250540266
-0.48473716108326736,-0.4125042370970114
1.9366016098040661,-1.3342495155835086
-1.4202218517200174,-0.8943784156133558
-1.4207823320695818,-0.16524976983782697
3.0318065596007053,-0.47592851229920236
-1.4177666793894363,0.21181434794964077
-2.424773213149258,-1.5263195764300135
-1.255963245686543,-2.154048782724525
1.8912699111919642,-0.7800074596518547
-0.42987214708937044,0.46547271559964515
1.5187257510397347,0.0035113536006539676
-1.0730898818871857,-0.07283229850369967
-1.0370551396739298,-0.8399253872109843
3.2200314379617447,-0.47764878157714347
-0.5655504334032553,-0.16590994891316616
-1.1462367678657788,-0.049940246824488554
-1.5743063841313196,0.9788440461404102
1.8437827960286135,0.231537438315233
-1.0973772878300998,0.10418661775765298
1.569032338733965,0.20852469221957043
-1.3049381572040266,-0.5660310270216965
-1.030510047980178,-0.6199928929734929
2.394750687122157,-0.6187441009462302
-2.0331945655061316,-0.8136551877324062
-2.362289350338418,0.6633935538961034
-1.2830064557176935,-0.8401889928396616
2.476788928488042,-0.9088423346548905
-0.3602565128338441,-1.9526537800083428
1.036702092232642,-0.6500426510834314
-1.1824803200477372,0.1541918415383397
-1.187830199817013,0.7018316603482647
1.955937705916073,0.7300905653292559
-1.4588262483354837,-1.2129409585696547
-1.8112848102946362,-0.6702641333887364
-1.3136838142171812,0.7040154611611406
1.3813383014015128,0.6784462626482549
-0.4011874998704802,0.4637196913463363
1.838594668205117,-1.32825605580801
-1.1899924391667978,-1.8283428560922228
-1.5667785349106849,0.9838974107374734
2.401295778815909,-0.39881160670873883
-2.3968038275907135,-0.5414292583857006
-1.4742398682651312,-0.8284931124994463
2.430151295273552,-0.7909279320186061
-0.3209859626713338,-0.6330588145833945
1.0628824590076489,0.2296873258665341
-1.2637873275310918,0.4847688180268085
-1.7422499368287245,0.7137047991386747
2.3542378371650203,-1.3158210940874642
-2.0070141987311247,0.0660747892175593
-2.372412479599244,0.2331403774699174
-1.2269707218014274,0.1527783924082256
2.301125582031745,-1.2237012746890408
-0.8320411102521427,0.08795926268446613
1.222484846937573,-1.3003655753699759
-1.901301267493567,0.7220518032227227
-1.0938567540471615,-0.6161162564647805
2.7363010923287505,-1.7920984550027523
-1.4570372295519465,-1.1077806174753073
-2.269140778809534,-0.2683126767018482
-1.9976969445352477,0.0628121750415301
2.0982716539161475,0.5899203829370961
-0.39464240817672847,0.6836521855838276
1.3945384426657788,-0.870225163573813
-1.3961184151925592,-1.0617130338173122
-1.6262003618557679,-0.17472432826375653
1.9428475225285695,0.2902255768542732
-2.0070141987311247,0.0660747892175593
-1.195630447289115,-1.799788388675623
-1.3164398604260272,-1.1637470833262777
2.548680752950145,-2.4457768682703853
-0.36680160452759575,-2.172586274245834
1.864775034980124,-0.4485260788580447
-1.7537213517144672,0.9333579068104436
-1.466124163810087,0.3712136629019044
2.923586841362523,-0.1339139397059325
-2.1246608479493605,0.894009903960995
-1.1807512451180744,-1.2547630591062926
-2.010787127922751,-0.3770528134334527
2.4366963869673035,-0.5709954377811147
-0.38673021948431846,-0.41849769687250993
1.4232458742764345,-1.3793602079542144
-1.7733566267957221,0.27356042409796966
-1.7226146617474694,1.3735022818511489
1.955937705916073,0.7300905653292559
-2.1181157562556088,1.1139423981984864
-2.3491991669509145,1.1032585423710861
-1.7971841826035537,0.7721421770883563
2.3882288830713607,-0.022093471703072517
-0.6781387646051414,-1.0739174904399273
0.8232150790414126,0.46467622934546743
-1.0992702486621924,-0.9525622754536651
-1.8659817869406574,0.94160205681306
3.038351651294457,-0.255996018061711
-1.7522214588503922,-1.4153296322968232
-2.2411713932509896,0.7165776413424645
-1.6758986787181138,0.9850557853239952
2.4636987451005385,-1.3487073231298732
-0.3471663294463406,-1.51278879153336
1.0890628257826556,1.1094173028164995
-1.3311185239790333,-1.445761003971662
-1.1166871734924,0.47714941196971533
3.0808752800383408,-1.130136339076983
-1.721285019165171,-0.42082750220371373
-2.3950148088071765,-0.4362689172913533
-1.2308639514554982,-2.1555835275697475
1.870579848316308,0.7091184960351484
-0.38673021948431846,-0.41849769687250993
1.8306507663516902,0.09949598059903482
-1.426766943413769,-1.1143109098508472
-1.0632355064489365,-1.7196553641609498
2.505307412667046,0.7509613292433723
-0.5441261395384629,0.5990478748936552
-2.3491991669509145,1.1032585423710861
-1.339864180992188,-0.17571451578882483
2.0982716539161475,0.5899203829370961
-0.7213659070505689,-0.9054119264042262
1.6306188562956894,-1.4973146154178265
-1.636534593296286,0.48552815489856704
-1.325683240845661,0.2573541713550909
2.201180540928848,0.4341643013865371
-1.4635823212456982,-1.3277131117127987
-1.798194626907133,-0.2303991449137537
-1.3211959333362417,-1.2785192364694218
2.3489583329088504,-1.3416884371280207
-1.3111522124853408,0.27700124412697735
1.9221126162568873,-0.12642997341395515
-1.7471762600207155,1.153290401047935
-1.4508430050563816,0.9768057649329254
1.955937705916073,0.7300905653292559
-1.7671006610214328,-1.9603549618661533
-2.364078369121955,0.5582332128017562
-1.2371908138614316,0.6993384668227779
1.9174502779669709,0.09972251729811077
-0.42303371552015145,-1.7284808502486617
1.2944719267995906,0.9371119950660436
-1.1572669806980393,-0.728680384904766
-1.1314523305447874,-0.9492133991974979
1.8767665587710818,-0.20699117478656473
-1.7307971649855998,-0.6503718084900019
-1.185507318028289,-1.3695352122494366
-1.3465233178045928,0.4856904715715672
2.1433255741926405,-0.8884473038622094
-0.35371142114009235,-1.7327212857708514
1.7129506154540959,-0.11363590704469052
-1.2768775109185952,0.04490382955182573
-1.3118489655195336,-1.886226512501885
3.100510555119596,-0.47033885636450895
-1.7373422566793515,-0.8703043027274934
-1.8309200853758913,-1.3300616161012104
-1.2437359055551833,0.4794059725852866
2.5683160280314,-1.7859793855579116
-0.9895839239148281,-0.18333153494338197
1.8324397851352274,0.2046563216933821
-1.50044778665941,0.3174632826703009
-1.2074654748982683,0.04203417763579073
-2.0070141987311247,0.0660747892175593
-2.355744258644666,0.8833260481335948
-1.2036025121365295,-0.3945888288245944
1.09391867919968,0.4756937899076089
-0.5606045471570781,-0.6281962958123131
0.8166699873476608,0.24474373510797606
-1.4769322053663614,-1.0445247463379428
-1.8725268786344091,0.7216695625755687
2.175344196519115,0.05567323219151288
-1.7064058169941303,0.12419782736561631
